launch__uses_vgpu,0
launch__waves_per_multiprocessor,6.92
lrc__average_ilc_input_sector_compression_rate.ratio,1.00
lrc__average_ilc_input_sector_success_rate.pct [%],0
lrc__average_ilc_output_sector_compression_achieved_rate.pct [%],0
lrc__average_xbar2gpc_sectors_op_read.ratio,1.01
lrc__ilc_input_sectors.sum [sector],"34,599"
lrc__ilc_input_sectors.sum.pct_of_peak_sustained_elapsed [%],0.05
lrc__ilc_input_sectors.sum.per_second [sector/us],116.60
lrc__lts2lrc_sectors_op_read.sum [sector],"4,249,324"
lrc__lts2lrc_sectors_op_read.sum.pct_of_peak_sustained_elapsed [%],3.37
lrc__lts2lrc_sectors_op_read.sum.per_second [sector/ns],14.32
lrc__xbar2gpc_sectors_op_read.sum [sector],"4,292,000"
lrc__xbar2gpc_sectors_op_read.sum.pct_of_peak_sustained_elapsed [%],0.17
lrc__xbar2gpc_sectors_op_read.sum.per_second [sector/ns],14.46
lts__cycles_active.avg [cycle],"327,702.77"
lts__cycles_active.max [cycle],"334,382"
lts__cycles_active.min [cycle],"311,666"
lts__cycles_active.sum [cycle],"60,297,310"
lts__cycles_elapsed.avg [cycle],"342,638.50"
lts__cycles_elapsed.avg.per_second [Ghz],1.15
lts__cycles_elapsed.max [cycle],"342,663"
lts__cycles_elapsed.max.per_second [Ghz],1.15
lts__cycles_elapsed.min [cycle],"342,614"
lts__cycles_elapsed.min.per_second [Ghz],1.15
lts__cycles_elapsed.sum [cycle],"63,045,484"
lts__cycles_elapsed.sum.per_second [Ghz],212.46
lts__d_atomic_input_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.max.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.min.pct_of_peak_sustained_elapsed [%],0
lts__d_atomic_input_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0
lts__d_decomp_input_sectors.avg.pct_of_peak_sustained_elapsed [%],0
lts__d_decomp_input_sectors.max.pct_of_peak_sustained_elapsed [%],0
lts__d_decomp_input_sectors.min.pct_of_peak_sustained_elapsed [%],0
lts__d_decomp_input_sectors.sum.pct_of_peak_sustained_elapsed [%],0
lts__d_sectors.avg.pct_of_peak_sustained_elapsed [%],5.04
lts__d_sectors.max.pct_of_peak_sustained_elapsed [%],5.36
lts__d_sectors.min.pct_of_peak_sustained_elapsed [%],2.54
lts__d_sectors.sum.pct_of_peak_sustained_elapsed [%],5.04
lts__d_sectors_fill_device.avg.pct_of_peak_sustained_elapsed [%],6.55
lts__d_sectors_fill_device.max.pct_of_peak_sustained_elapsed [%],6.71
lts__d_sectors_fill_device.min.pct_of_peak_sustained_elapsed [%],3.35
lts__d_sectors_fill_device.sum.pct_of_peak_sustained_elapsed [%],6.55
lts__lts2xbar_cycles_active.avg.pct_of_peak_sustained_elapsed [%],3.39
lts__lts2xbar_cycles_active.avg.peak_sustained,2
lts__lts2xbar_cycles_active.avg.per_second [Mhz],78.33
lts__lts2xbar_cycles_active.max.pct_of_peak_sustained_elapsed [%],3.93
lts__lts2xbar_cycles_active.max.peak_sustained,2
lts__lts2xbar_cycles_active.max.per_second [Mhz],90.84
lts__lts2xbar_cycles_active.min.pct_of_peak_sustained_elapsed [%],1.69
lts__lts2xbar_cycles_active.min.peak_sustained,2
lts__lts2xbar_cycles_active.min.per_second [Mhz],39.07
lts__lts2xbar_cycles_active.sum.pct_of_peak_sustained_elapsed [%],3.39
lts__lts2xbar_cycles_active.sum.peak_sustained,368
lts__lts2xbar_cycles_active.sum.per_second [Ghz],14.41
lts__t_requests.sum [request],"2,214,405"
lts__t_requests_srcunit_gcc.sum [request],560
lts__t_requests_srcunit_ltcfabric.sum [request],"732,093"
lts__t_requests_srcunit_tex.sum [request],"1,446,640"
lts__t_requests_srcunit_tex_op_atom_dot_alu.sum [request],0
lts__t_requests_srcunit_tex_op_atom_dot_cas.sum [request],0
lts__t_requests_srcunit_tex_op_read.sum [request],"1,413,899"
lts__t_requests_srcunit_tex_op_red.sum [request],0
lts__t_requests_srcunit_tex_op_write.sum [request],"32,741"
lts__t_sector_hit_rate.pct [%],7.51
lts__t_sector_op_read_hit_rate.pct [%],7.07
lts__t_sector_op_write_hit_rate.pct [%],72.28
lts__t_sectors.avg [sector],"36,867.09"
lts__t_sectors.avg.pct_of_peak_sustained_elapsed [%],3.59
lts__t_sectors.avg.peak_sustained [sector/cycle],3
lts__t_sectors.avg.per_cycle_elapsed [sector/cycle],0.11
lts__t_sectors.max [sector],"40,524"
lts__t_sectors.max.pct_of_peak_sustained_elapsed [%],3.94
lts__t_sectors.min [sector],"18,737"
lts__t_sectors.min.pct_of_peak_sustained_elapsed [%],1.82
lts__t_sectors.sum [sector],"6,783,545"
lts__t_sectors.sum.pct_of_peak_sustained_elapsed [%],3.59
lts__t_sectors.sum.per_second [sector/ns],22.86
lts__t_sectors_data_ecc.avg.pct_of_peak_sustained_elapsed [%],0.00
lts__t_sectors_data_ecc.avg.peak_sustained [sector/cycle],8
lts__t_sectors_data_ecc.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_data_ecc.sum [sector],12
lts__t_sectors_data_ecc.sum.per_second [sector/ms],40.44
lts__t_sectors_evict_first_lookup_hit.sum [sector],"6,914"
lts__t_sectors_evict_first_lookup_miss.sum [sector],63
lts__t_sectors_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_evict_normal_lookup_hit.sum [sector],"501,024"
lts__t_sectors_evict_normal_lookup_miss.sum [sector],"6,226,106"
lts__t_sectors_lookup_hit.sum [sector],"509,276"
lts__t_sectors_lookup_miss.sum [sector],"6,270,987"
lts__t_sectors_srcunit_gcc.avg.pct_of_peak_sustained_elapsed [%],0.00
lts__t_sectors_srcunit_gcc.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_gcc.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_gcc.sum [sector],"2,240"
lts__t_sectors_srcunit_gcc.sum.per_second [sector/us],7.55
lts__t_sectors_srcunit_gcc_lookup_hit.sum [sector],"1,685"
lts__t_sectors_srcunit_gcc_lookup_miss.sum [sector],555
lts__t_sectors_srcunit_ltcfabric.avg.pct_of_peak_sustained_elapsed [%],3.34
lts__t_sectors_srcunit_ltcfabric.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_ltcfabric.avg.per_cycle_elapsed [sector/cycle],0.03
lts__t_sectors_srcunit_ltcfabric.sum [sector],"2,103,929"
lts__t_sectors_srcunit_ltcfabric.sum.pct_of_peak_sustained_elapsed [%],3.34
lts__t_sectors_srcunit_ltcfabric.sum.per_second [sector/ns],7.09
lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_hit.sum [sector],"29,537"
lts__t_sectors_srcunit_ltcfabric_evict_normal_lookup_miss.sum [sector],"2,050,501"
lts__t_sectors_srcunit_ltcfabric_lookup_hit.sum [sector],"29,540"
lts__t_sectors_srcunit_ltcfabric_lookup_miss.sum [sector],"2,064,265"
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],3.67
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.07
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],4.28
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],1.74
lts__t_sectors_srcunit_tex.sum [sector],"4,627,725"
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],3.67
lts__t_sectors_srcunit_tex.sum.per_second [sector/ns],15.60
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],"470,444"
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],"4,157,884"
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],"470,444"
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],"22,597.20"
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],"24,693"
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],"11,022"
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],"4,157,884"
lts__t_sectors_srcunit_tex_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],3.64
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.07
lts__t_sectors_srcunit_tex_op_read.sum [sector],"4,594,964"
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/ns],15.49
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],"450,294"
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],"4,142,256"
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],"450,294"
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],"4,142,256"
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],0.05
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_tex_op_write.sum [sector],"32,761"
lts__t_sectors_srcunit_tex_op_write.sum.pct_of_peak_sustained_elapsed [%],0.05
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/us],110.40
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],"17,476"
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],"15,266"
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],"17,476"
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],"15,266"
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],3.51
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],3.99
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],1.62
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],3.51
lts__throughput.avg.pct_of_peak_sustained_elapsed [%],6.55
lts__throughput.max.pct_of_peak_sustained_elapsed [%],6.71
lts__throughput.min.pct_of_peak_sustained_elapsed [%],3.35
lts__throughput.sum.pct_of_peak_sustained_elapsed [%],6.55
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed [%],2.40
lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed [%],2.81
lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed [%],1.21
lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed [%],2.40
memory_access_size_type,0 {52}
memory_access_type,0 {52}
memory_l1_tag_requests_global [sectors],"30,310,400 {35}"
memory_l1_wavefronts_shared [sectors],"557,056 {17}"
memory_l1_wavefronts_shared_ideal [sectors],"557,056 {17}"
memory_l2_theoretical_sectors_global [sectors],"118,390,784 {35}"
memory_l2_theoretical_sectors_global_ideal [sectors],"15,630,336 {35}"
memory_l2_theoretical_sectors_local [sectors],0
memory_type,0 {52}
numa__cpu_affinity,1
numa__dev_display_name_all,1
numa__id_cpu,1
numa__id_memory,1
nvlink__bandwidth,0
nvlink__count_logical,0
nvlink__count_physical,0
nvlink__destination_ports,0
nvlink__dev0Id,0
nvlink__dev0type,0
nvlink__dev1Id,0
nvlink__dev1type,0
nvlink__dev_display_name_all,1
nvlink__enabled_mask,"262,143"
nvlink__is_direct_link,0
nvlink__is_nvswitch_connected,0
nvlink__max_count,18
nvlink__peer_access,0
nvlink__peer_atomic,0
nvlink__source_ports,0
nvlink__system_access,0
nvlink__system_atomic,0
nvlrx__bytes.sum.per_second [byte/s],0
nvltx__bytes.sum.per_second [byte/s],0
pcie__read_bytes.avg.per_second [byte/s],0
pcie__read_bytes.max.per_second [byte/s],0
pcie__read_bytes.min.per_second [byte/s],0
pcie__read_bytes.sum.per_second [byte/s],0
pcie__write_bytes.avg.per_second [Mbyte/s],177.72
pcie__write_bytes.max.per_second [Mbyte/s],177.72
pcie__write_bytes.min.per_second [Mbyte/s],177.72
pcie__write_bytes.sum.per_second [Mbyte/s],177.72
profiler__perfworks_session_reuse,0
profiler__pmsampler_buffer_size_bytes [Mbyte],60.95
profiler__pmsampler_interval_time [us],1
profiler__pmsampler_merged_samples [sample],176
profiler__pmsampler_pass_groups,1
profiler__replayer_bytes_mem_accessible.avg [Gbyte],1.15
profiler__replayer_bytes_mem_accessible.max [Gbyte],1.15
profiler__replayer_bytes_mem_accessible.min [Gbyte],1.15
profiler__replayer_bytes_mem_accessible.sum [Gbyte],44.84
profiler__replayer_bytes_mem_backed_up.avg [Gbyte],1.15
profiler__replayer_bytes_mem_backed_up.max [Gbyte],1.15
profiler__replayer_bytes_mem_backed_up.min [Gbyte],1.15
profiler__replayer_bytes_mem_backed_up.sum [Gbyte],44.84
profiler__replayer_passes [pass],39
profiler__replayer_passes_type_warmup [pass],0
profiler__timestamp_workload_end_0,1
profiler__timestamp_workload_start_0,1
sass__inst_executed_global_loads [inst],"15,597,568"
sass__inst_executed_global_stores [inst],"32,768"
sass__inst_executed_local_loads [inst],0
sass__inst_executed_local_stores [inst],0
sass__inst_executed_per_opcode,"143,622,144 {30}"
sass__inst_executed_per_opcode_category,"143,622,144 {7}"
sass__inst_executed_per_opcode_with_modifier_all,"143,622,144 {49}"
sass__inst_executed_per_opcode_with_modifier_selective,"143,622,144 {32}"
sass__inst_executed_register_spilling [inst],0
sass__inst_executed_register_spilling_mem_local [byte],no data
sass__inst_executed_register_spilling_mem_shared [byte],no data
sass__inst_executed_register_spilling_op_read [inst],0
sass__inst_executed_register_spilling_op_write [inst],0
sass__inst_executed_shared_loads [inst],"360,448"
sass__inst_executed_shared_stores [inst],"196,608"
sass__thread_inst_executed_per_opcode_category,"4,342,415,360 {7}"
sass__thread_inst_executed_true_per_opcode,"4,342,415,360 {30}"
sass__thread_inst_executed_true_per_opcode_with_modifier_all,"4,342,415,360 {49}"
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,"4,342,415,360 {32}"
sm__cycles_active.avg [cycle],"324,295.19"
sm__cycles_active.max [cycle],"334,317"
sm__cycles_active.min [cycle],"307,629"
sm__cycles_active.sum [cycle],"47,995,688"
sm__cycles_elapsed.avg [cycle],"332,879.54"
sm__cycles_elapsed.avg.per_second [Ghz],1.12
sm__cycles_elapsed.max [cycle],"340,185"
sm__cycles_elapsed.max.per_second [Ghz],1.15
sm__cycles_elapsed.min [cycle],"318,810"
sm__cycles_elapsed.min.per_second [Ghz],1.07
sm__cycles_elapsed.sum [cycle],"49,266,172"
sm__cycles_elapsed.sum.per_second [Ghz],166.03
sm__dcc_request_hit_rate.pct [%],96.46
sm__dcc_requests.sum [cycle],"163,840"
sm__dcc_requests.sum.pct_of_peak_sustained_elapsed [%],0.33
sm__dcc_requests_lookup_hit.sum [cycle],"158,047"
sm__icc_request_hit_rate.pct [%],99.08
sm__icc_requests.sum [cycle],"892,402"
sm__icc_requests.sum.pct_of_peak_sustained_elapsed [%],3.62
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],72.88
sm__inst_executed.avg.per_cycle_active [inst/cycle],2.99
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],2.92
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],74.72
sm__inst_executed.max.per_cycle_active [inst/cycle],3.07
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],2.99
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],69.78
sm__inst_executed.min.per_cycle_active [inst/cycle],2.87
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],2.79
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],72.88
sm__inst_executed.sum.per_cycle_active [inst/cycle],442.87
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],431.45
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],7.53
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],7.34
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],7.73
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],7.53
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],7.20
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],7.02
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],7.53
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],7.34
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],70.63
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_elapsed [%],68.81
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],72.73
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_elapsed [%],70.86
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],66.99
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_elapsed [%],65.26
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],70.63
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_elapsed [%],68.81
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],0.56
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_elapsed [%],0.55
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],0.58
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_elapsed [%],0.57
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],0.54
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_elapsed [%],0.52
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],0.56
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_elapsed [%],0.55
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],2.13
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],2.19
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],2.02
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],2.13
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],25.02
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_elapsed [%],24.38
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],25.77
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_elapsed [%],25.10
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],23.73
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_elapsed [%],23.12
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],25.02
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_elapsed [%],24.38
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active [%],16.25
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_elapsed [%],15.83
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0
